PDF_modus: 1
shear?: 1
0.000000000000000000e+00 5.286105860513765423e-03
3.142859999999999404e-02 1.618515812907817941e-03
6.285709999999999908e-02 2.001925472464942922e-03
9.428569999999998619e-02 1.845299783612770273e-03
1.257139999999999647e-01 2.889995332542172855e-03
1.571429999999999771e-01 4.624668714512857048e-03
1.885709999999999609e-01 8.832536460857081870e-03
2.199999999999999734e-01 1.030313342911140517e-02
2.514289999999999581e-01 1.281264580829205232e-02
2.828570000000000251e-01 2.185756809645202775e-02
3.142859999999999543e-01 2.609579573959390150e-02
3.457139999999999658e-01 4.739734923407497996e-02
3.771429999999999505e-01 4.188900238140838561e-02
4.085709999999999620e-01 7.252321511906766049e-02
4.399999999999999467e-01 9.255348179290731614e-02
4.714289999999999314e-01 9.131322241007110152e-02
5.028569999999998874e-01 1.017629761846905179e-01
5.342859999999999276e-01 8.814011580395920975e-02
5.657140000000000502e-01 7.783346607069153988e-02
5.971429999999998683e-01 7.904208159455486382e-02
6.285709999999998798e-01 5.938120634949640986e-02
6.599999999999999201e-01 5.016840928350636830e-02
6.914289999999998493e-01 3.011051534542865532e-02
7.228569999999998608e-01 2.306537253023796530e-02
7.542859999999999010e-01 1.518783414469369181e-02
7.857140000000000235e-01 9.509534014935202423e-03
8.171429999999999527e-01 5.924721768111682746e-03
8.485709999999998532e-01 5.887090499799727851e-03
8.799999999999998934e-01 3.554356811267941549e-03
9.114289999999998226e-01 2.749988744285337006e-03
9.428569999999998341e-01 2.154863778908517463e-03
9.742859999999997633e-01 4.511007640011984203e-04
1.005709999999999882e+00 8.210913412357487805e-04
1.037139999999999729e+00 5.218935105074999333e-04
1.068570000000000020e+00 3.539785032978935531e-08
1.090000000000000000e+00 0.0
